x,y
23.4654,60.2961
91.2529,13.231
30.9597,73.1578
73.9513,65.0631
50.6782,72.5026
94.3773,70.0672
90.8386,7.85786
45.3769,2.99952
27.2344,49.3417
8.90954,57.7254
45.5438,54.9492
62.0957,67.9022
67.3311,86.0382
42.2216,59.6554
95.2397,30.1707
73.0926,27.0698
10.1977,44.2861
91.879,57.3453
18.6443,85.2626
25.9876,8.04811
87.6673,70.9372
9.91263,13.5512
20.57,19.5327
72.7112,66.9646
10.7354,54.5506
24.0054,46.625
89.7505,68.5576
8.34016,88.804
4.45329,76.5632
10.452,7.39056
24.9235,3.99771
88.4934,90.7838
51.9279,75.6991
62.3455,63.2455
90.6725,80.938
82.5758,63.1003
49.311,60.2061
5.42094,35.5323
94.0748,14.7067
89.8333,20.3089
63.0754,77.8574
88.7597,68.4218
66.3811,86.3504
46.8928,70.4787
95.3309,70.3681
75.895,59.6206
10.8839,62.9521
50.2769,65.8271
41.679,12.8973
94.273,10.7485
71.1559,94.9347
78.8558,65.5175
17.3367,63.3437
85.9918,77.726
46.7515,71.4687
46.8292,10.0688
57.8793,91.6247
81.7478,55.3734
63.5939,58.3092
17.1068,78.2311
25.0016,67.6711
42.0786,62.8476
76.3483,69.0516
93.4308,71.2377
81.0573,86.5482
15.3799,50.4389
86.7639,93.327
14.9605,4.33884
60.8368,2.23245
80.8341,7.35772
74.0742,27.7889
16.5505,35.0671
16.8453,94.9157
90.5709,81.9328
56.7641,6.38025
62.1779,78.2985
72.6381,3.70085
20.4532,52.9984
21.624,35.4403
2.62652,7.75579
9.67698,89.0762
20.2063,88.6692
92.2474,89.3937
19.2122,13.0652
12.1669,20.3981
24.092,68.0864
24.4838,85.2018
51.0828,94.1438
87.3432,88.672
43.2192,59.7253
23.7111,67.1618
12.9128,44.4334
2.46211,16.5297
34.9503,61.2548
16.5827,55.1312
53.7889,13.9061
49.7754,72.0725
26.2923,79.7681
11.296,37.0235
95.7262,31.0443
6.52038,23.5651
21.1699,52.5707
20.2416,8.43021
40.2733,65.3532
70.6716,64.3422
30.0925,82.2032
8.46582,30.6328
92.7537,57.83
22.0348,74.5708
87.9763,75.7879
95.0153,31.7475
47.6534,15.7774
16.4353,59.9561
53.545,15.1984
93.6831,58.1991
39.3931,17.5391
12.3831,58.6834
26.3351,52.4213
29.0316,95.1927
17.012,54.228
84.7633,74.9586
8.5903,9.43301
17.77,95.2964
85.2065,8.65599
24.4329,50.5925
92.4887,77.6603
65.9204,87.2379
37.3104,3.90512
5.3478,51.3543
7.37313,88.5493
41.306,7.12984
70.7566,90.9243
37.9462,89.0954
93.993,22.8248
96.3911,31.7913
83.6856,5.10113
78.1625,86.4314
90.0598,7.23058
5.33159,32.6818
14.5804,49.8382
54.1127,93.9893
87.3701,18.8039
16.8678,77.2601
41.815,13.5843
89.0784,94.1416
35.5021,65.2537
6.476,88.1075
29.4332,56.6283
42.1126,6.53878
13.8391,49.167
94.7772,22.2043
25.4862,78.3466
46.0374,11.7877
94.1604,59.0778
76.3535,80.1118
35.537,12.3905
47.5513,83.2438
45.2667,53.1916
86.8292,94.841
75.6882,26.135
3.72266,17.7421
57.8942,17.9907
45.6594,67.5832
40.483,67.6863
41.5959,86.5763
49.3171,66.1077
46.6707,15.5923
38.0174,90.0929
93.1545,88.9728
35.9084,68.7202
7.39834,20.7204
66.4906,82.5247
46.3269,71.3031
2.85155,4.93407
88.4842,71.9136
38.8764,65.5884
5.84164,87.3345
51.9673,83.611
24.8115,3.00401
46.9957,3.72612
28.0862,95.5187
18.0697,64.0239
87.394,18.7503
87.0742,56.5547
43.2781,52.7363
39.0174,90.095
94.8297,11.5792
14.1254,21.0641
45.9999,53.8716
31.7472,61.866
38.6006,83.232
64.9577,65.385
78.5467,84.8677
31.2918,64.1505
5.34434,86.4669
87.8735,89.2116
41.9779,79.4629
22.8165,66.7149
21.6986,15.7232
89.7876,23.2873
60.8774,4.15985
84.4057,4.40732
85.5488,55.6679
66.1971,63.5275
37.7011,95.4018
80.0241,15.7928
46.5194,72.4413
96.0659,69.69
83.0955,17.2581
42.0932,11.9871
72.8666,2.72732
15.6268,62.3283
3.04101,1.2152
20.5317,71.156
63.4824,54.5452
69.8383,91.3202
8.186,29.6728
69.2752,53.6533
3.06139,68.4653
21.2073,41.106
85.3937,4.25238
27.2721,96.0995
89.7257,67.5579
11.0464,61.9654
23.6599,71.1983
40.4513,93.0872
94.2494,8.69485
84.8596,90.6458
56.7867,92.118
18.1642,24.471
90.7053,67.357
61.1781,78.3147
18.7607,95.1603
17.6093,12.1394
54.4782,94.9201
95.6093,80.0012
49.2724,62.0618
22.8474,5.80123
25.7375,2.62651
3.91028,40.543
33.8331,58.8262
34.6245,93.5502
89.0993,7.5089
6.21765,22.6121
27.2479,46.9878
63.9083,5.23626
76.4304,13.2963
70.424,95.6162
18.9519,20.4254
23.8589,2.69966
70.9371,89.9407
22.7413,71.5933
30.2941,64.2181
93.8842,60.0389
55.8744,10.2528
34.9307,77.9587
4.61603,85.7817
85.4751,63.7376
86.3437,61.4069
76.2445,53.4945
58.6033,92.3144
73.6371,2.08981
41.4302,93.2912
4.88288,15.5819
87.1028,10.8672
92.1189,80.4654
72.5923,15.438
7.65446,28.8258
6.50776,77.4709
83.504,7.84034
63.1844,68.4836
5.40646,92.6849
43.0698,77.8595
94.1319,88.7614
70.2407,96.5992
3.99541,52.5316
28.2756,91.7123
35.9086,79.398
64.8129,60.8882
22.3648,71.9311
42.3797,5.15481
79.6738,6.57684
57.1756,4.67489
95.1586,59.1378
34.6679,93.6183
36.3248,4.07418
94.6447,32.6764
38.2902,96.2098
55.4921,75.4204
78.2776,19.8561
38.2343,2.59828
92.4461,81.4103
5.79356,71.8662
89.3081,78.595
85.3381,23.5864
4.47785,84.7913
71.1451,97.0259
44.0415,69.6464
37.3628,2.10795
87.6202,62.7429
63.6243,78.6932
6.14358,41.012
41.9041,92.4106
26.1216,47.8823
63.8745,14.8953
25.3826,85.6402
57.8146,12.7884
9.97524,63.4183
95.0801,78.3289
3.82513,71.7152
76.2692,52.4948
40.8021,12.4166
76.119,70.0249
47.4621,68.6665
13.7514,24.1887
71.922,2.39926
54.4027,95.9172
89.4541,13.3712
14.6552,95.6304
77.0388,8.04641
76.5534,79.8447
78.9192,52.5238
64.0087,76.089
44.9487,11.8255
78.4031,92.4249
80.4046,62.079
39.5853,92.5871
85.778,78.7029
32.6227,57.1416
81.9274,87.0411
57.2957,71.025
2.06515,68.552
69.3529,76.863
54.8518,54.8919
96.2345,80.7816
73.7556,62.5986
3.96758,2.07766
35.4111,84.1296
95.0065,15.0699
8.01586,31.5259
13.544,40.4569
89.2762,95.1219
14.9297,34.8607
4.82055,91.8745
80.363,60.8623
44.0498,78.0582
40.9558,2.9171
3.95139,77.4281
27.9703,96.8154
92.9727,76.7853
35.4996,3.50931
9.40608,44.8971
41.6576,94.265
41.941,69.2609
41.6335,7.21506
95.6922,58.2921
41.418,2.0303
59.4991,92.7589
1.88871,4.66402
13.0587,42.2012
5.77659,55.9923
86.2052,8.60592
34.563,16.5497
6.67125,29.0082
94.2047,33.5744
28.8476,97.2953
85.7387,73.3882
94.1657,27.9835
94.2798,77.7294
4.82682,93.4997
36.4614,1.67493
4.9482,50.4376
42.7337,9.46614
5.18448,31.6927
18.4163,40.3538
69.3663,97.0844
78.127,14.6463
69.4549,13.6644
53.9305,62.073
90.6946,90.8324
3.8676,92.1776
93.8964,34.5256
90.2426,95.3787
92.9879,34.9436
5.71357,93.962
34.0679,14.0788
47.9796,3.54709
52.9122,13.4251
4.89923,87.669
63.4639,76.1048
19.1043,41.9205
91.3524,87.6544
36.8292,54.0828
93.851,32.0681
25.2765,83.6966
54.787,11.3602
48.9795,3.55301
14.9101,3.34011
16.1656,17.8542
90.0335,79.3078
94.2736,8.82895
20.8626,86.0153
95.7937,77.6284
24.7104,67.125
95.9439,59.7569
94.4632,89.705
95.1689,21.2842
77.3531,64.3835
52.1582,54.7908
1.73845,7.29609
68.4891,53.0352
7.25366,78.137
94.3908,35.3949
6.63296,93.5686
4.80917,9.54348
96.0551,28.2036
77.2546,93.2549
90.3894,73.1092
90.6444,86.9481
94.2003,69.0829
21.8778,51.1057
52.6601,88.9024
5.54542,62.9175
69.2221,54.6518
90.1362,67.635
95.1003,90.4758
61.6124,52.9631
5.68516,28.842
53.6961,96.6248
3.4941,84.9709
34.3705,94.5731
52.3728,85.8003
39.533,76.6727
37.3003,92.2958
3.94743,93.9759
43.07,62.7167
48.3926,66.4888
4.37759,51.6075
93.9982,57.25
53.332,52.5645
96.9968,81.4288
77.8561,85.591
18.6853,18.0744
60.2601,56.2137
11.2533,22.9728
94.8585,68.3301
56.0221,91.3331
13.5533,57.3527
86.7695,55.6023
20.6418,35.7642
88.2227,16.9173
67.0764,63.0512
87.8005,68.1392
5.24861,22.859
4.89431,21.9238
41.9552,65.5334
76.8718,54.2733
88.6798,71.5813
20.7037,45.9275
3.98107,50.1833
90.7832,23.3811
85.7865,12.9228
47.225,73.1499
14.1937,96.5175
90.1074,96.3696
18.2393,65.0094
86.0888,3.53352
87.8605,63.7136
55.0576,77.1122
36.1881,77.1534
26.4666,96.692
11.8684,25.8269
49.257,2.59227
15.0796,96.9814
8.46298,45.2296
43.3801,13.9436
21.8548,9.43159
76.77,7.89349
63.7205,65.6515
9.53909,51.8796
29.7178,65.0353
28.9605,65.6884
64.2581,53.9141
77.8486,14.9284
49.6594,69.92
23.6671,58.3063
14.6507,48.5829
80.0889,58.203
61.7835,2.55454
69.4905,11.4633
20.3237,7.33073
10.2766,29.593
94.7841,88.0034
6.00338,37.6482
37.3706,70.6691
90.3941,15.0267
17.3596,65.4848
94.259,31.1551
16.1266,76.5888
90.2499,76.2766
77.6059,58.2887
87.6861,20.5859
4.45273,7.1921
27.6883,14.0903
38.2629,85.8385
72.7772,59.9951
71.4482,11.2782
31.1009,61.103
27.5432,16.5867
6.34108,69.7242
21.0759,43.7479
26.594,97.6839
3.44118,15.0667
19.02,6.88908
21.4252,45.5415
22.5672,59.3663
31.8093,76.0377
91.3991,7.02971
35.5138,63.7271
16.5318,66.0458
14.4636,34.3177
80.8292,6.35773
1.12869,1.86712
3.05385,52.8684
60.7256,63.798
65.756,81.8461
25.5968,97.7582
57.3322,16.2453
2.87173,92.2685
79.2411,19.5885
58.0255,3.25044
34.1956,78.1459
76.9507,86.0156
28.5048,56.2568
93.6921,30.3313
58.7636,58.1868
91.0221,96.7737
77.9731,59.2189
40.9668,87.5122
41.6291,95.2646
4.3963,41.787
89.7932,82.5614
89.3745,19.4619
6.27527,64.3884
6.92546,34.5795
24.6688,98.1308
64.4495,79.2582
22.6575,15.4393
2.56243,85.3342
73.1827,1.19898
39.7037,75.6873
58.1232,9.61419
36.9499,67.5437
31.9848,69.5827
77.4935,53.4901
32.0815,12.7229
65.0754,70.6913
54.5615,86.0605
86.15,56.467
20.648,89.5664
66.8474,80.0907
3.67523,42.4799
13.0968,86.3149
57.7726,58.3204
96.7215,27.458
4.1923,31.5679
38.5332,64.7489
2.09522,92.8986
51.8348,86.6432
69.3664,77.8629
84.8131,91.6447
69.8895,69.818
95.7049,91.2723
7.27298,10.685
80.2571,88.4534
46.7986,54.4733
85.9203,2.54781
12.0354,86.8643
93.985,61.0338
88.2791,6.93676
91.3327,57.7092
84.0033,76.2048
47.6513,53.9509
27.3743,17.861
12.0926,30.9623
36.2224,92.3597
17.6376,92.6337
29.853,66.1395
50.178,93.718
13.541,32.6798
93.0148,26.081
19.6134,87.7993
90.0068,93.7701
31.2694,77.7092
3.89724,22.0003
34.9341,85.0325
97.807,82.015
4.55051,62.8167
52.2602,12.6669
94.0827,88.6007
5.56432,12.591
27.54,92.3896
18.1895,80.6569
8.35402,7.92091
85.7579,75.0619
59.8615,59.5923
3.6163,94.9194
86.3495,3.45106
15.4384,54.0743
68.9068,10.6514
37.0884,84.1094
38.4347,97.1993
4.97951,56.5962
78.2844,12.4068
64.8112,53.0809
28.2007,12.6825
70.3365,89.1412
72.3698,72.2883
87.4334,58.55
96.4906,90.6537
4.48522,23.5049
8.35576,70.5195
32.6745,67.8808
19.6068,70.7757
52.0723,55.9231
67.1827,56.9704
12.8263,45.4296
69.5217,76.875
96.1682,21.2485
34.2521,95.5661
15.3821,6.39538
71.0663,2.91689
52.9376,61.3739
34.7178,56.9426
13.7731,45.1076
89.35,66.6312
3.98164,56.6613
22.4735,14.4564
3.16604,91.465
91.3557,6.03066
12.5237,18.6009
15.6274,48.368
53.9989,84.6571
26.7168,6.56533
80.645,62.9615
62.3076,67.8623
8.06304,90.2571
86.3358,22.2668
33.9155,74.6849
31.6678,11.1072
2.96676,40.8743
38.6419,14.8872
59.865,70.432
61.9592,75.8229
18.348,15.9208
60.5287,71.18
34.4921,89.0955
76.577,15.4153
82.0947,60.5271
27.5401,68.3
83.3942,63.675
42.7837,70.9417
96.5775,77.0074
12.0203,85.5622
18.8683,59.271
76.0311,86.4086
9.41855,8.32975
76.2658,85.4365
23.6137,5.54074
90.4525,52.5902
73.3152,72.6144
16.104,16.2503
43.6113,15.6384
91.2945,24.0965
62.6579,2.06934
7.58725,56.8954
49.1201,4.54308
7.01926,68.2677
6.29459,40.3112
20.7934,14.8375
49.637,94.559
2.83251,71.8365
77.2606,14.1195
86.736,93.3542
9.86774,57.4393
55.6396,75.1671
59.8983,62.4639
31.5495,10.1142
71.2836,79.624
71.3084,91.0217
96.5724,20.3338
89.2681,96.9131
92.219,13.4893
23.0618,70.3969
26.389,1.86791
19.9615,15.3924
93.9715,87.4207
46.108,3.68175
45.1381,2.02844
78.3206,4.13915
63.188,9.54365
9.36055,30.7434
47.6035,84.2424
62.4801,18.4191
11.1015,63.9282
53.8117,97.6181
12.552,84.7152
15.4194,40.8764
55.8351,77.7411
23.3166,1.85948
79.534,66.2523
3.5156,57.5461
70.9034,65.5358
68.876,81.18
95.6482,15.8369
66.8704,58.8943
47.8565,60.9085
93.0646,59.466
44.3898,8.68582
3.43823,30.9111
45.031,55.8077
6.49143,67.3099
57.7174,86.7515
35.8959,60.7692
45.9069,6.16783
26.3752,15.7723
87.6255,23.2202
33.0598,55.1442
80.2527,66.9477
89.4667,74.5035
15.2547,87.0599
22.7308,60.9746
47.5537,14.7722
20.9175,90.5294
19.8968,69.8187
15.6908,75.6888
96.6956,60.4164
77.3275,23.7797
76.9291,67.4681
46.3266,9.2043
77.2075,11.4561
1.97264,92.7062
97.3431,26.6747
38.7049,75.6372
38.4853,63.0013
97.3729,59.6807
31.075,74.8953
86.9313,67.6447
14.2556,2.58408
38.9585,9.49262
60.9657,18.3914
84.9902,79.3189
46.2488,7.10756
7.467,23.8875
19.0262,9.14723
16.0513,18.8476
32.8575,69.9239
65.5384,72.6367
46.3406,4.85821
64.3593,66.4208
19.6681,50.3938
50.6288,73.5013
40.5349,11.4529
91.2552,73.7829
49.0688,77.0108
52.9125,96.0037
84.6493,59.1288
19.6499,5.45575
22.3342,1.6725
4.94348,87.7742
92.0008,9.07557
94.8827,56.7834
75.9224,13.9393
7.13537,9.69449
45.3783,56.7454
83.0842,85.8611
69.3619,73.9386
51.3506,12.2513
13.5369,34.305
67.5447,59.6328
40.2044,74.8218
48.5021,15.0892
35.1722,4.4542
7.94714,78.8574
60.4989,92.7788
49.9336,17.19
38.9462,63.602
51.8158,11.3661
96.2546,91.6255
49.217,65.1127
51.6211,89.8792
38.5303,98.1947
5.27575,64.3573
1.13897,1.4896
31.9483,69.405
33.858,96.4852
96.3314,82.1754
17.0033,35.9588
45.0109,69.4009
60.4536,93.7778
6.87301,12.2597
11.5375,89.9172
9.3871,50.8912
18.6072,94.1722
15.9426,27.6768
88.3141,17.9131
87.3267,61.5907
20.7598,82.6589
18.8873,88.4869
7.02987,63.7322
30.5148,66.8891
82.771,90.2392
33.1874,92.1322
0.151593,1.33119
55.655,88.1191
18.4625,83.8492
9.46021,6.47529
88.8488,88.9908
65.5137,6.2671
76.6005,70.9013
71.2549,10.297
74.2914,27.4052
8.97799,7.35134
18.3362,49.7745
58.473,4.41199
78.9723,59.1811
5.91036,33.5042
18.3269,57.4985
29.3096,64.0429
86.6067,17.398
52.8943,53.7888
27.1854,95.0845
39.5301,67.3829
25.375,84.7481
88.43,97.4587
13.2824,96.1059
5.67671,30.8223
45.4613,64.4568
59.1533,71.5698
65.9402,76.6681
28.0341,95.1212
41.6714,15.6109
13.0052,95.1451
25.4292,96.7723
31.9413,64.9109
63.9508,57.2258
54.9303,62.0946
46.9516,61.334
91.535,91.3744
16.9111,49.8032
69.9433,75.0058
21.7192,34.4449
30.6338,93.4177
79.8051,12.6003
32.724,11.8374
77.4424,94.2371
90.2174,94.7477
88.7986,82.6653
86.7735,12.7619
13.2642,2.71522
63.2247,79.6099
77.8695,84.1319
15.2598,30.4128
23.9466,1.08289
88.6191,10.8506
37.4812,68.3909
24.0162,70.0983
78.9455,3.35848
30.2458,15.6172
73.6558,19.8429
9.25861,59.8161
2.84696,95.5583
73.0306,14.5392
95.3714,35.5906
94.351,76.7319
20.6842,9.39743
7.11252,54.973
42.6069,94.5796
11.0937,64.9281
65.5647,88.1725
39.4853,98.4914
46.5233,13.4933
18.5866,56.5328
74.6565,22.0308
26.2545,4.29203
60.2966,94.7654
64.6347,17.2209
38.0668,5.83854
12.8454,49.0556
72.8339,76.234
8.06888,79.85
40.4887,54.4469
93.5734,59.193
9.4146,67.5322
80.8321,61.7454
16.0358,16.4407
12.6069,96.8433
2.98078,86.2424
70.0789,63.5368
80.241,19.5723
41.397,92.7623
68.4677,13.5049
69.1288,9.67632
54.4618,77.9154
88.2651,94.7235
31.6022,82.212
4.36258,64.7649
49.4806,14.8833
61.0733,95.3954
51.2729,67.8723
85.4034,21.9053
30.7686,65.9219
55.8705,12.2502
86.3253,95.7047
5.18821,53.7183
8.09811,75.4929
63.5531,64.9663
57.8774,85.2937
33.2177,12.2505
26.3871,82.6402
49.1231,95.4169
44.4164,10.979
92.0151,96.6552
78.6278,79.7923
17.4827,8.81671
46.3376,73.611
20.8522,32.0057
85.7018,80.0215
3.02629,49.886
0.912883,4.88257
18.2026,61.5742
15.8555,65.3092
93.3263,61.7862
75.3517,58.781
32.9336,54.1521
65.0357,82.5398
24.4153,84.2042
16.4387,95.1977
8.50132,1.53131
75.4796,10.059
26.1448,97.4708
60.1387,1.51644
8.62867,50.2394
63.9225,72.5212
93.2292,68.844
70.0888,55.1507
53.0885,95.0193
40.1399,68.6257
71.6114,65.494
85.8586,21.388
75.0916,10.9806
19.6884,58.6987
56.303,78.6249
59.9904,64.4759
36.9581,15.7863
61.3015,67.2945
35.8507,54.2892
37.2465,6.41046
10.2417,89.9014
2.05619,49.6433
58.7652,93.3012
97.3185,31.4174
57.8616,59.3165
56.6285,1.95794
87.2154,12.2685
77.4402,7.15134
69.877,14.571
81.2963,59.2307
85.5819,18.2194
68.5034,96.579
7.52098,69.1327
45.6615,66.449
96.6166,19.3348
4.9142,49.4382
64.9401,87.0405
79.183,19.4315
88.4062,66.3005
31.5779,66.5093
13.2763,8.93642
74.2927,82.4983
23.7187,97.8191
13.7153,4.88137
54.6628,98.1431
94.8856,30.5028
94.164,36.3688
95.6117,56.0989
85.7511,93.527
73.7538,91.0682
77.3397,22.7798
59.0233,64.7302
88.8102,88.9487
34.6318,3.01237
95.8751,7.52997
84.458,21.5794
3.07229,96.5326
25.9288,60.3947
95.9182,55.147
84.8592,93.0747
80.793,77.8808
33.8887,76.9886
72.4726,5.93104
9.79487,14.5443
42.5852,86.7225
37.1615,2.91627
92.4662,82.4101
27.4657,91.1258
89.6191,10.8513
12.4557,92.1303
9.36603,38.4413
55.5661,5.76445
97.021,69.3936
16.2706,33.1113
52.7068,17.4336
55.929,62.043
33.7521,2.53698
48.4809,68.5766
4.48771,1.22357
93.0093,96.7624
84.877,21.055
87.2543,74.9485
33.4464,97.3965
95.1624,76.1474
56.882,79.4402
94.0344,90.6084
58.6575,87.0924
44.2673,53.226
74.1556,72.0724
5.34204,6.7348
71.4062,72.5555
47.8266,9.99602
93.685,96.0252
36.2263,53.285
73.037,54.8696
21.4883,19.2542
93.6043,79.2343
5.95014,38.6467
32.8063,90.1574
68.6602,8.7929
61.1176,71.9882
14.5424,33.148
45.085,63.2731
57.8544,79.6733
12.2351,22.783
24.1657,84.2537
78.1781,79.3859
15.6317,14.3574
17.8258,38.6972
57.7716,90.5013
1.89693,72.1896
23.6632,47.5646
35.3003,67.0056
86.4772,94.2145
47.8328,77.5228
95.503,58.199
3.05906,18.4902
43.3247,79.5983
98.3706,59.6128
93.7214,28.8794
96.6614,26.4598
51.113,13.2226
64.3769,10.9411
62.0219,95.0791
93.2151,8.51222
77.063,76.438
54.0118,17.5462
82.436,56.0989
64.7768,82.049
56.3358,16.3298
95.7627,22.0344
26.7764,59.1309
16.5879,67.0443
79.592,2.59558
8.79579,74.7765
11.8766,97.5264
2.543,87.1415
72.6729,24.3544
11.1066,26.4747
42.7929,92.869
82.5871,80.3755
18.5042,19.0579
15.9428,4.15144
47.9755,82.3382
86.3931,4.28489
98.6686,81.5075
94.7757,20.3647
44.4278,4.87021
94.4238,55.8949
3.13628,97.5305
43.1329,76.8615
21.8808,53.9354
3.36306,64.7956
47.0883,85.0995
45.649,65.2469
3.61017,62.4765
45.0918,54.8096
36.8734,83.1327
70.4743,76.581
25.016,66.1728
97.7968,70.0245
70.3512,92.1786
26.1063,73.3305
89.1671,69.3351
48.7057,10.4727
23.2092,52.492
75.1745,69.6961
83.1236,4.274
72.1333,96.8728
73.5508,55.7275
8.73632,71.4442
26.4449,79.7715
52.5016,53.1217
21.4586,2.15551
14.0845,92.667
72.1315,14.9768
11.4378,7.22279
89.8332,86.3634
62.5851,95.9055
57.7515,89.7671
76.9395,21.8634
73.815,63.9582
6.71126,86.8408
77.8778,21.9369
71.8039,12.2128
84.6332,24.2957
39.3769,55.7999
40.6896,15.4214
2.06178,52.7428
21.625,89.3535
37.7444,86.6936
86.1078,95.5335
76.4033,63.1486
16.7591,18.1412
92.4248,90.3779
83.6434,24.1528
28.5411,90.2484
10.3367,5.99382
12.5415,88.5518
46.126,84.8274
2.90805,30.0632
11.1105,40.8775
54.7488,83.9956
4.29268,78.3681
64.8778,58.4387
21.0028,53.4566
58.6664,13.3122
37.6906,71.6165
15.6785,96.1806
12.6262,88.2529
38.3037,78.2247
47.0318,76.9241
19.5486,68.8813
29.9774,78.4597
82.6339,74.8672
21.1942,20.21
46.6984,53.6475
96.5821,6.82283
40.4417,98.7835
31.7499,60.0166
55.97,69.021
35.2615,95.0271
47.0447,81.9728
70.6639,64.6823
49.168,1.59623
75.5109,64.9342
19.482,18.8483
48.8256,17.8411
23.8266,96.8249
44.8325,65.8897
95.7265,14.3759
9.45189,11.8624
24.0375,54.072
92.7276,95.7365
19.6505,42.7582
96.8734,61.4005
72.7191,73.4173
63.723,67.1923
41.1585,9.05979
67.5827,96.1888
25.9663,71.5122
25.1248,47.963
93.6391,37.22
7.47118,63.2799
15.7061,35.6029
87.9768,11.3532
94.6841,95.9839
33.3612,77.5947
50.0017,1.044
72.8008,12.2909
41.4366,98.8844
85.4274,96.2663
48.522,9.2774
48.1428,95.2191
37.6183,60.6354
1.13916,53.1285
95.7505,87.7461
64.9587,78.3976
17.814,19.7815
24.6908,15.1235
15.3699,80.5409
59.65,95.5282
9.48296,92.7664
31.1508,92.5617
91.9684,79.4768
2.41731,40.0388
75.0019,54.9507
75.5071,12.9124
16.5072,75.1113
67.5233,13.1763
91.5271,81.2715
50.5873,16.3238
95.4773,67.5446
94.1144,38.0998
15.0138,54.6969
40.6683,65.0713
58.1185,17.0162
94.6252,38.9595
88.5988,72.826
97.5954,62.0924
85.7334,15.9257
27.3652,2.08505
84.0197,20.5403
36.8794,80.1637
98.0488,32.1006
23.404,14.6338
88.7761,64.1156
78.0336,76.1973
14.2763,37.3984
93.5465,58.1422
86.6848,91.7905
3.50241,76.2536
63.6555,2.00074
17.4052,79.7909
2.33015,48.6816
81.5013,86.1364
66.178,64.8957
20.8174,2.9229
36.7628,69.0866
33.1663,14.5112
1.96352,47.7512
51.962,95.6927
5.0507,39.0838
87.4062,7.42455
15.1304,52.4779
9.75312,54.7379
2.94698,29.064
34.6463,5.30472
72.8804,15.2795
93.3665,38.7636
80.9402,13.0319
33.5468,79.6216
95.0878,69.3035
5.71044,27.8424
83.381,6.84793
3.84255,79.261
73.9459,91.2629
88.0855,90.1889
42.1185,98.153
24.4868,78.3126
52.3643,96.84
94.543,39.9561
37.7411,75.3706
57.9508,78.6779
1.46107,91.847
59.008,96.295
60.7837,65.0848
72.2007,97.8706
78.8928,75.6856
79.3624,53.3986
66.7054,67.9685
43.171,8.56685
65.9203,86.8428
55.3145,90.0325
65.3124,7.24663
86.7349,59.2656
34.5228,11.3133
3.99339,35.0155
2.68649,62.0934
32.7471,61.8835
25.7379,56.466
4.04818,97.9409
55.5287,84.6215
3.91883,80.2581
50.1059,69.668
66.4125,5.82876
11.952,44.9444
93.1812,62.7757
74.4213,71.1084
62.5577,75.682
33.2767,95.3457
37.3068,58.7343
57.2112,7.09358
43.6541,67.1441
17.1038,16.2711
26.5298,74.2364
20.6407,42.6185
4.07536,88.2705
70.3057,78.2058
54.0693,92.7308
28.93,92.4684
50.6361,80.2417
36.5996,7.17308
86.891,63.9586
30.8255,12.2931
77.5766,79.0372
33.8685,94.2048
94.9541,61.2803
1.76673,87.7719
87.3876,4.17937
76.4965,57.2716
28.6108,79.7626
98.2704,62.8302
88.8337,86.3316
16.7509,57.6612
40.8535,94.0027
36.7923,75.0546
36.8308,56.7272
44.4701,64.5891
59.4679,12.7143
59.5304,87.5803
32.8984,88.8428
52.3424,54.9603
18.3103,80.216
28.2782,76.5795
96.6481,15.8509
7.76544,35.6266
73.6729,83.283
73.6455,17.028
49.9132,13.9817
38.6858,71.7139
37.7451,98.814
85.0505,97.1926
86.1558,16.5054
86.433,54.6606
9.22608,66.5502
18.5647,93.0086
2.54366,57.3109
17.1731,29.3423
32.7312,17.117
53.7967,18.2367
34.5108,76.2056
41.0479,74.2845
47.7295,78.5175
76.3588,59.716
49.5761,63.007
12.7303,98.0472
2.92504,22.2344
15.582,66.3588
96.143,9.59625
49.9771,3.48369
58.3086,77.7442
30.2581,93.8974
52.8286,71.5517
70.3065,2.26682
1.98472,84.5179
89.1416,14.3211
81.7798,90.371
10.4929,52.1801
12.8746,86.3206
84.9636,7.68594
96.2608,35.1335
38.5164,8.12758
23.2269,68.5881
2.55974,75.9199
39.6049,69.4705
75.3949,89.197
10.5808,8.4063
16.0152,10.8502
24.2992,72.3808
95.9175,61.012
18.1958,6.32268
12.7395,30.1997
92.6755,97.705
37.7868,88.1082
33.3895,87.294
35.2306,71.6028
94.5258,58.4114
41.3684,97.4917
33.906,80.5549
67.7167,9.12446
70.4437,76.4877
17.7673,85.743
87.5379,8.41583
91.3219,11.5439
80.0598,86.4766
73.1829,97.6826
91.9514,86.8537
26.3748,84.767
84.9839,64.6087
73.6714,17.8175
52.0463,10.393
44.8746,1.06378
11.2747,11.461
8.95872,80.3063
66.4068,75.7837
36.9623,57.7185
87.3077,17.3209
43.6584,60.6237
15.3446,36.1112
21.8246,31.7726
7.38554,94.2271
50.258,59.8848
3.39227,40.2612
7.9908,70.0155
69.6748,81.7815
63.7334,80.4709
9.1845,29.6181
86.5946,14.3849
76.0073,77.3855
19.8388,88.7736
82.418,5.40941
88.0344,85.7306
43.6023,94.6746
53.9294,16.2921
96.9983,10.1143
5.27799,61.9539
63.1486,14.2074
91.4985,90.0617
59.1673,78.2568
3.97635,21.5272
9.59879,81.0746
97.5198,76.6725
3.92268,18.9943
64.0719,59.1876
30.9503,9.31361
27.2243,85.2946
25.9715,75.0661
10.7887,23.8583
